id;description;amount;timestamp;merchant;operation_type;side
293;"Invoice from Systeme U";-1292,75;"2024-04-15 16:39:48";"Systeme U";"payment";"debit"
294;"Invoice from Orange";4627,47;"2023-12-15 14:31:57";"Orange";"transfer";"credit"
295;"Card expense at TotalEnergies";-1075,25;"2024-01-27 00:39:18";"TotalEnergies";"direct_debit";"debit"
296;"Incoming transfer";-1762,70;"2023-05-20 00:40:43";"Lidl";"transfer";"debit"
297;"Subscription to Darty";-643,55;"2023-01-30 00:25:33";"Darty";"transfer";"debit"
298;"Incoming transfer";-1546,93;"2024-01-16 19:37:10";"Carrefour";"transfer";"debit"
299;"Outgoing transfer";-1955,02;"2023-02-02 11:17:00";"TotalEnergies";"refund";"debit"
300;"Direct debit";2524,43;"2024-02-24 00:47:19";"TotalEnergies";"direct_debit";"credit"
301;"Invoice from Air France";3231,44;"2024-01-09 03:12:56";"Air France";"refund";"credit"
302;"Online payment";951,28;"2023-11-05 15:29:48";"Air France";"payment";"credit"
303;"Direct debit";-398,67;"2023-09-22 04:18:05";"Veolia";"payment";"debit"
304;"Invoice from Leclerc";723,86;"2023-01-12 09:55:44";"Leclerc";"payment";"credit"
305;"Refund from Carrefour";-1522,93;"2023-07-14 17:53:50";"Carrefour";"direct_debit";"debit"
306;"Receipt from Orange";57,55;"2024-01-16 03:26:36";"Orange";"transfer";"credit"
307;"Subscription to Intermarche";-1853,42;"2023-06-24 23:49:46";"Intermarche";"refund";"debit"
308;"Incoming transfer";-1235,04;"2023-09-15 12:19:19";"Darty";"transfer";"debit"
309;"Refund from SFR";-90,70;"2023-01-19 12:44:07";"SFR";"payment";"debit"
310;"Purchase at La Poste";1900,70;"2024-01-04 22:47:27";"La Poste";"direct_debit";"credit"
311;"Subscription to Deliveroo";-1040,67;"2023-08-11 05:36:58";"Deliveroo";"payment";"debit"
312;"Direct debit";-1950,42;"2024-03-02 19:15:59";"Air France";"refund";"debit"
313;"Invoice from TotalEnergies";1950,23;"2023-03-28 21:23:30";"TotalEnergies";"refund";"credit"
314;"Purchase at TotalEnergies";-1552,05;"2023-07-02 07:23:51";"TotalEnergies";"payment";"debit"
315;"Incoming transfer";3726,42;"2024-02-01 12:16:11";"Veolia";"direct_debit";"credit"
316;"Card expense at Fnac";-1854,48;"2024-04-12 05:13:10";"Fnac";"direct_debit";"debit"
317;"Refund from Bouygues";-146,24;"2023-03-20 18:04:14";"Bouygues";"direct_debit";"debit"
318;"Card expense at Fnac";-1363,45;"2023-02-27 02:07:05";"Fnac";"transfer";"debit"
319;"Incoming transfer";-1983,00;"2023-07-05 10:42:35";"Air France";"payment";"debit"
320;"Subscription to EDF";-1128,47;"2024-03-15 13:15:14";"EDF";"payment";"debit"
321;"Outgoing transfer";-1280,73;"2023-08-27 15:57:46";"Air France";"direct_debit";"debit"
322;"Card expense at Air France";258,24;"2023-03-05 15:22:38";"Air France";"transfer";"credit"
323;"Card expense at Intermarche";-662,15;"2023-07-16 14:21:20";"Intermarche";"payment";"debit"
324;"Outgoing transfer";-1467,53;"2023-06-24 09:13:05";"Darty";"payment";"debit"
325;"Refund from Uber";-782,13;"2024-04-07 03:02:21";"Uber";"direct_debit";"debit"
326;"Invoice from Uber";1244,22;"2024-01-14 17:10:29";"Uber";"refund";"credit"
327;"Receipt from Air France";4221,76;"2023-05-08 20:17:22";"Air France";"direct_debit";"credit"
328;"Outgoing transfer";-522,35;"2023-05-23 04:34:39";"Monoprix";"payment";"debit"
329;"Direct debit";-1412,78;"2023-08-14 11:15:12";"EDF";"direct_debit";"debit"
330;"Card expense at Darty";-1656,56;"2023-06-19 13:13:06";"Darty";"transfer";"debit"
331;"Online payment";-1196,49;"2024-01-07 09:18:00";"SFR";"transfer";"debit"
332;"Online payment";2404,15;"2024-03-12 08:09:38";"Monoprix";"payment";"credit"
333;"Direct debit";-1792,36;"2023-07-12 03:11:07";"Veolia";"transfer";"debit"
334;"Card expense at Air France";4454,26;"2023-09-07 00:34:09";"Air France";"refund";"credit"
335;"Invoice from Bouygues";2996,96;"2023-04-18 15:37:27";"Bouygues";"direct_debit";"credit"
336;"Receipt from Carrefour";1913,83;"2023-02-20 04:08:53";"Carrefour";"direct_debit";"credit"
337;"Refund from Auchan";1413,36;"2023-11-05 21:17:30";"Auchan";"refund";"credit"
338;"Receipt from RATP";-1188,26;"2023-10-09 15:04:26";"RATP";"payment";"debit"
339;"Outgoing transfer";-1508,79;"2023-08-15 21:22:41";"EDF";"direct_debit";"debit"
340;"Incoming transfer";-1750,93;"2023-10-12 17:14:36";"Intermarche";"refund";"debit"
341;"Receipt from Transilien";-1349,45;"2024-02-07 07:17:20";"Transilien";"transfer";"debit"
342;"Online payment";-41,64;"2023-07-24 21:18:29";"Systeme U";"direct_debit";"debit"
343;"Incoming transfer";-1686,58;"2024-03-17 10:28:18";"Lidl";"payment";"debit"
344;"Invoice from Amazon.fr";-1757,76;"2023-02-21 01:25:05";"Amazon.fr";"transfer";"debit"
345;"Refund from Deliveroo";-1361,46;"2024-01-13 06:20:05";"Deliveroo";"transfer";"debit"
346;"Refund from Amazon.fr";-1746,02;"2023-01-08 17:37:52";"Amazon.fr";"payment";"debit"
347;"Invoice from Carrefour";-1160,84;"2023-10-09 01:02:28";"Carrefour";"direct_debit";"debit"
348;"Direct debit";1517,89;"2023-08-08 21:59:05";"SFR";"payment";"credit"
349;"Direct debit";-1598,63;"2023-09-26 00:58:29";"Air France";"payment";"debit"
350;"Invoice from La Poste";-1563,64;"2023-07-28 01:50:28";"La Poste";"transfer";"debit"
351;"Online payment";-1238,69;"2023-08-01 10:32:15";"Amazon.fr";"direct_debit";"debit"
352;"Purchase at SNCF";-645,91;"2023-09-22 12:10:53";"SNCF";"refund";"debit"
353;"Subscription to TotalEnergies";1207,28;"2024-04-23 19:29:57";"TotalEnergies";"payment";"credit"
354;"Subscription to SFR";-1460,59;"2024-03-28 19:38:49";"SFR";"refund";"debit"
355;"Invoice from Transilien";-763,62;"2024-03-26 19:32:04";"Transilien";"refund";"debit"
356;"Receipt from TotalEnergies";-755,43;"2023-04-28 16:05:54";"TotalEnergies";"refund";"debit"
357;"Online payment";4303,04;"2024-02-08 22:50:05";"EDF";"transfer";"credit"
358;"Card expense at Fnac";-1716,59;"2023-05-05 00:37:01";"Fnac";"transfer";"debit"
359;"Purchase at Orange";-1834,32;"2023-07-02 01:00:48";"Orange";"direct_debit";"debit"
360;"Subscription to La Poste";-792,26;"2023-06-07 11:40:22";"La Poste";"refund";"debit"
361;"Refund from Darty";-706,53;"2023-10-07 09:50:52";"Darty";"transfer";"debit"
362;"Invoice from Air France";-398,27;"2023-10-23 12:52:43";"Air France";"transfer";"debit"
363;"Direct debit";-1325,31;"2023-01-03 01:40:48";"Deliveroo";"direct_debit";"debit"
364;"Outgoing transfer";-190,92;"2023-09-02 14:13:09";"Fnac";"payment";"debit"
365;"Card expense at Franprix";-875,33;"2023-02-08 14:47:39";"Franprix";"refund";"debit"
366;"Invoice from EDF";-471,52;"2023-03-30 17:38:30";"EDF";"refund";"debit"
367;"Refund from SFR";-67,66;"2023-07-21 00:38:44";"SFR";"refund";"debit"
368;"Receipt from La Poste";-538,77;"2023-08-24 22:30:24";"La Poste";"payment";"debit"
369;"Refund from Fnac";-1646,56;"2024-02-04 11:35:22";"Fnac";"payment";"debit"
370;"Incoming transfer";3059,18;"2024-02-26 02:48:48";"Transilien";"refund";"credit"
371;"Card expense at Leclerc";-1000,41;"2023-08-25 04:30:50";"Leclerc";"transfer";"debit"
372;"Receipt from Monoprix";-1745,73;"2023-04-05 20:00:41";"Monoprix";"payment";"debit"
373;"Refund from Bouygues";1418,63;"2024-01-13 15:28:52";"Bouygues";"direct_debit";"credit"
374;"Online payment";-1817,13;"2023-10-15 07:25:02";"TotalEnergies";"refund";"debit"
375;"Outgoing transfer";-1936,58;"2023-06-01 04:49:30";"Franprix";"transfer";"debit"
376;"Purchase at Lidl";-717,15;"2023-12-23 14:09:50";"Lidl";"transfer";"debit"
377;"Receipt from EDF";-1768,75;"2023-12-24 07:20:48";"EDF";"refund";"debit"
378;"Invoice from Bouygues";-1896,73;"2023-04-18 07:21:11";"Bouygues";"payment";"debit"
379;"Outgoing transfer";91,02;"2024-03-18 09:13:14";"Carrefour";"direct_debit";"credit"
380;"Purchase at SFR";-737,75;"2024-04-18 10:17:06";"SFR";"direct_debit";"debit"
381;"Receipt from TotalEnergies";3611,08;"2023-02-09 23:23:47";"TotalEnergies";"refund";"credit"
382;"Invoice from Deliveroo";-660,79;"2023-04-01 00:05:01";"Deliveroo";"payment";"debit"
383;"Direct debit";3338,83;"2024-04-09 12:06:52";"Carrefour";"transfer";"credit"
384;"Invoice from SNCF";-1929,41;"2024-04-01 18:16:17";"SNCF";"direct_debit";"debit"
385;"Refund from RATP";4430,37;"2024-04-14 12:35:37";"RATP";"refund";"credit"
386;"Incoming transfer";-1244,27;"2023-03-09 17:35:47";"Franprix";"payment";"debit"
387;"Purchase at Systeme U";-1825,32;"2023-11-15 23:20:23";"Systeme U";"payment";"debit"
388;"Refund from Amazon.fr";2213,92;"2023-02-22 08:32:03";"Amazon.fr";"refund";"credit"
389;"Subscription to TotalEnergies";2271,83;"2024-02-11 23:02:43";"TotalEnergies";"refund";"credit"
390;"Incoming transfer";3213,38;"2024-04-01 15:50:16";"Lidl";"direct_debit";"credit"
391;"Incoming transfer";-74,97;"2024-04-09 06:01:16";"SFR";"direct_debit";"debit"
392;"Outgoing transfer";-77,23;"2023-11-19 02:06:21";"SFR";"payment";"debit"
393;"Direct debit";-602,26;"2023-09-13 15:08:14";"Veolia";"payment";"debit"
394;"Purchase at Intermarche";-1519,89;"2023-11-07 00:07:37";"Intermarche";"payment";"debit"
395;"Receipt from SFR";3648,39;"2024-02-12 14:07:03";"SFR";"transfer";"credit"
396;"Outgoing transfer";103,27;"2023-11-05 14:59:50";"Fnac";"refund";"credit"
397;"Direct debit";-1361,92;"2024-03-26 15:24:40";"Intermarche";"refund";"debit"
398;"Direct debit";4129,44;"2024-04-24 01:23:44";"Darty";"refund";"credit"
399;"Outgoing transfer";745,50;"2023-07-07 19:56:56";"TotalEnergies";"payment";"credit"
400;"Invoice from Transilien";2452,11;"2023-07-09 13:29:00";"Transilien";"refund";"credit"
401;"Invoice from Uber";-955,46;"2024-04-09 19:59:12";"Uber";"transfer";"debit"
402;"Receipt from Carrefour";4071,80;"2023-05-11 11:07:22";"Carrefour";"payment";"credit"
403;"Card expense at Systeme U";4576,78;"2023-10-11 04:18:47";"Systeme U";"payment";"credit"
404;"Receipt from Uber";-1990,06;"2024-01-18 12:40:51";"Uber";"direct_debit";"debit"
405;"Receipt from SNCF";-1990,99;"2023-10-21 17:10:41";"SNCF";"refund";"debit"
406;"Receipt from EDF";-374,56;"2023-09-28 14:58:35";"EDF";"refund";"debit"
407;"Purchase at Darty";-1903,92;"2023-08-02 21:37:52";"Darty";"direct_debit";"debit"
408;"Receipt from Auchan";3745,66;"2024-03-04 12:03:21";"Auchan";"refund";"credit"
409;"Receipt from Carrefour";825,15;"2023-02-21 07:53:02";"Carrefour";"payment";"credit"
410;"Outgoing transfer";-678,66;"2024-04-02 04:57:17";"SNCF";"direct_debit";"debit"
411;"Receipt from SNCF";-877,66;"2024-02-18 15:27:43";"SNCF";"refund";"debit"
412;"Invoice from Deliveroo";4784,39;"2023-01-15 13:17:45";"Deliveroo";"direct_debit";"credit"
413;"Card expense at Fnac";-1211,61;"2023-06-01 05:53:02";"Fnac";"payment";"debit"
414;"Refund from SNCF";-930,18;"2023-01-11 08:44:58";"SNCF";"payment";"debit"
415;"Receipt from Lidl";2641,79;"2023-01-29 19:11:58";"Lidl";"transfer";"credit"
416;"Purchase at Franprix";-1235,73;"2023-02-08 21:49:04";"Franprix";"payment";"debit"
417;"Subscription to Orange";1426,74;"2023-08-26 08:05:20";"Orange";"refund";"credit"
418;"Invoice from Bouygues";-999,84;"2023-10-07 06:32:12";"Bouygues";"transfer";"debit"
419;"Incoming transfer";4346,44;"2023-04-03 06:10:07";"Amazon.fr";"refund";"credit"
420;"Incoming transfer";-1356,40;"2024-03-25 21:14:04";"Leclerc";"direct_debit";"debit"
421;"Incoming transfer";-575,54;"2024-01-20 10:02:27";"Veolia";"payment";"debit"
422;"Subscription to RATP";4524,62;"2023-07-18 12:26:02";"RATP";"refund";"credit"
423;"Direct debit";-1319,99;"2023-05-27 15:02:11";"Orange";"direct_debit";"debit"
424;"Purchase at Auchan";326,72;"2023-07-13 06:37:04";"Auchan";"payment";"credit"
425;"Invoice from Darty";-1274,33;"2023-05-26 14:47:16";"Darty";"payment";"debit"
426;"Purchase at Fnac";1008,86;"2023-12-21 23:20:23";"Fnac";"refund";"credit"
427;"Card expense at Monoprix";-328,02;"2023-08-16 22:34:14";"Monoprix";"payment";"debit"
428;"Outgoing transfer";4983,59;"2024-01-22 11:33:00";"Lidl";"payment";"credit"
429;"Subscription to La Poste";2895,38;"2024-02-13 19:15:42";"La Poste";"payment";"credit"
430;"Incoming transfer";4004,86;"2023-06-24 02:28:38";"Intermarche";"transfer";"credit"
431;"Card expense at Air France";-805,56;"2023-02-23 20:01:39";"Air France";"payment";"debit"
432;"Purchase at Darty";4182,81;"2024-02-15 23:48:32";"Darty";"refund";"credit"
433;"Subscription to Bouygues";-1313,18;"2023-07-06 19:44:41";"Bouygues";"direct_debit";"debit"
434;"Refund from Intermarche";-1842,90;"2023-10-22 08:35:33";"Intermarche";"transfer";"debit"
435;"Purchase at Lidl";-1382,26;"2024-03-19 12:08:10";"Lidl";"refund";"debit"
436;"Purchase at SFR";-188,04;"2023-03-12 20:42:47";"SFR";"transfer";"debit"
437;"Subscription to Amazon.fr";2948,68;"2023-04-15 10:22:28";"Amazon.fr";"refund";"credit"
438;"Card expense at La Poste";-1042,05;"2023-04-06 14:11:55";"La Poste";"direct_debit";"debit"
439;"Incoming transfer";-1015,76;"2023-07-23 04:56:13";"TotalEnergies";"direct_debit";"debit"
440;"Online payment";-1494,85;"2023-04-16 17:34:28";"Carrefour";"direct_debit";"debit"
441;"Purchase at SFR";-1609,62;"2023-03-06 15:42:26";"SFR";"refund";"debit"
442;"Outgoing transfer";2862,69;"2023-03-25 14:32:30";"Bouygues";"payment";"credit"
443;"Subscription to Intermarche";-757,84;"2023-07-29 00:21:33";"Intermarche";"direct_debit";"debit"
444;"Card expense at SFR";-1873,71;"2023-08-09 05:34:46";"SFR";"direct_debit";"debit"
445;"Online payment";623,01;"2023-01-17 05:08:26";"Air France";"refund";"credit"
446;"Refund from Fnac";-1365,76;"2023-04-22 00:40:15";"Fnac";"payment";"debit"
447;"Incoming transfer";-1242,87;"2023-11-06 03:08:22";"Systeme U";"direct_debit";"debit"
448;"Online payment";-1535,68;"2023-07-02 10:44:13";"Intermarche";"direct_debit";"debit"
449;"Card expense at Bouygues";-973,91;"2023-04-13 15:38:35";"Bouygues";"transfer";"debit"
450;"Invoice from Fnac";1329,85;"2023-07-17 21:31:12";"Fnac";"payment";"credit"
451;"Outgoing transfer";1524,16;"2023-02-17 01:38:11";"Systeme U";"transfer";"credit"
452;"Refund from Uber";1868,01;"2024-01-29 11:14:38";"Uber";"payment";"credit"
453;"Incoming transfer";863,70;"2023-01-18 19:39:26";"Carrefour";"transfer";"credit"
454;"Subscription to Monoprix";2724,76;"2024-03-19 10:05:04";"Monoprix";"payment";"credit"
455;"Direct debit";-1794,40;"2024-01-16 14:46:00";"Bouygues";"transfer";"debit"
456;"Incoming transfer";-474,32;"2023-05-22 17:33:34";"SNCF";"direct_debit";"debit"
457;"Receipt from Intermarche";-1344,30;"2024-02-15 18:47:49";"Intermarche";"payment";"debit"
458;"Incoming transfer";-990,86;"2023-02-22 06:31:16";"Deliveroo";"refund";"debit"
459;"Outgoing transfer";-543,74;"2023-08-27 15:03:15";"La Poste";"payment";"debit"
460;"Online payment";-1320,40;"2023-02-21 01:52:06";"Systeme U";"transfer";"debit"
461;"Purchase at Orange";-1234,63;"2024-04-05 05:20:50";"Orange";"refund";"debit"
462;"Card expense at Auchan";3483,57;"2024-02-25 19:48:26";"Auchan";"direct_debit";"credit"
463;"Direct debit";-1602,43;"2023-12-26 14:35:46";"Monoprix";"refund";"debit"
464;"Subscription to Darty";-37,98;"2023-10-05 16:37:20";"Darty";"payment";"debit"
465;"Subscription to Systeme U";-1244,57;"2024-02-01 15:42:55";"Systeme U";"refund";"debit"
466;"Card expense at Bouygues";-1156,71;"2023-12-20 02:54:35";"Bouygues";"transfer";"debit"
467;"Refund from TotalEnergies";-74,08;"2024-03-30 12:00:56";"TotalEnergies";"direct_debit";"debit"
468;"Incoming transfer";-297,98;"2023-11-07 23:31:46";"TotalEnergies";"payment";"debit"
469;"Card expense at La Poste";-47,21;"2023-09-14 14:08:22";"La Poste";"direct_debit";"debit"
470;"Incoming transfer";1125,49;"2023-11-13 13:45:55";"Lidl";"payment";"credit"
471;"Incoming transfer";-799,67;"2023-09-08 08:20:39";"Air France";"payment";"debit"
472;"Subscription to Orange";-421,66;"2024-04-24 09:23:50";"Orange";"direct_debit";"debit"
473;"Refund from Deliveroo";-271,74;"2023-08-28 16:53:46";"Deliveroo";"direct_debit";"debit"
474;"Direct debit";2209,56;"2023-05-05 02:12:57";"Amazon.fr";"payment";"credit"
475;"Subscription to Intermarche";1098,26;"2024-01-11 05:27:53";"Intermarche";"transfer";"credit"
476;"Direct debit";2227,47;"2024-01-29 08:18:58";"Auchan";"transfer";"credit"
477;"Purchase at Intermarche";-1154,69;"2023-06-23 07:08:02";"Intermarche";"transfer";"debit"
478;"Online payment";708,78;"2024-02-23 22:10:32";"EDF";"transfer";"credit"
479;"Incoming transfer";-1653,14;"2023-10-30 15:48:49";"Deliveroo";"payment";"debit"
480;"Invoice from Amazon.fr";-1546,29;"2023-04-13 22:02:02";"Amazon.fr";"payment";"debit"
481;"Subscription to Systeme U";4702,92;"2023-01-10 13:35:17";"Systeme U";"payment";"credit"
482;"Subscription to La Poste";-189,06;"2024-01-20 20:55:20";"La Poste";"direct_debit";"debit"
483;"Card expense at Deliveroo";1610,03;"2024-04-13 09:55:04";"Deliveroo";"direct_debit";"credit"
484;"Card expense at La Poste";-431,00;"2023-02-07 13:05:19";"La Poste";"refund";"debit"
485;"Purchase at Darty";-425,36;"2023-04-23 07:50:49";"Darty";"payment";"debit"
486;"Invoice from Uber";-780,47;"2023-03-27 06:43:18";"Uber";"payment";"debit"
487;"Direct debit";-730,48;"2024-04-23 13:25:45";"Intermarche";"payment";"debit"
488;"Incoming transfer";-1929,53;"2023-12-29 12:12:41";"Darty";"transfer";"debit"
489;"Online payment";1816,90;"2023-01-24 14:53:43";"Uber";"transfer";"credit"
490;"Subscription to Deliveroo";-1242,28;"2024-03-14 00:49:00";"Deliveroo";"transfer";"debit"
491;"Card expense at TotalEnergies";846,30;"2023-05-24 05:31:16";"TotalEnergies";"transfer";"credit"
492;"Card expense at TotalEnergies";3046,66;"2024-04-16 07:48:21";"TotalEnergies";"direct_debit";"credit"
493;"Online payment";2925,78;"2023-11-18 22:58:40";"Monoprix";"transfer";"credit"
494;"Receipt from Lidl";-1319,74;"2023-06-24 04:14:02";"Lidl";"direct_debit";"debit"
495;"Refund from Uber";-176,59;"2024-02-10 05:26:44";"Uber";"payment";"debit"
496;"Refund from Monoprix";-130,11;"2023-02-28 20:50:23";"Monoprix";"direct_debit";"debit"
497;"Refund from Leclerc";-1174,55;"2023-11-13 03:24:45";"Leclerc";"refund";"debit"
498;"Incoming transfer";-730,28;"2023-12-17 12:47:12";"Carrefour";"transfer";"debit"
499;"Receipt from La Poste";-1195,30;"2023-03-17 06:23:46";"La Poste";"transfer";"debit"
500;"Card expense at Air France";4428,25;"2023-05-21 17:37:22";"Air France";"refund";"credit"
501;"Invoice from Systeme U";347,79;"2024-04-12 05:41:33";"Systeme U";"refund";"credit"
502;"Purchase at Systeme U";-1165,64;"2023-02-21 13:54:29";"Systeme U";"transfer";"debit"
503;"Purchase at Deliveroo";-1328,48;"2023-05-06 16:24:49";"Deliveroo";"transfer";"debit"
504;"Direct debit";418,83;"2023-11-09 02:43:45";"Franprix";"refund";"credit"
505;"Receipt from Bouygues";-675,73;"2023-09-25 17:44:51";"Bouygues";"transfer";"debit"
506;"Invoice from La Poste";4888,90;"2023-07-11 11:43:18";"La Poste";"direct_debit";"credit"
507;"Incoming transfer";1134,26;"2023-11-30 05:05:15";"Deliveroo";"transfer";"credit"
508;"Invoice from Deliveroo";2108,93;"2023-10-05 09:39:26";"Deliveroo";"payment";"credit"
509;"Subscription to Systeme U";-1417,93;"2023-08-10 16:17:06";"Systeme U";"refund";"debit"
510;"Online payment";1370,20;"2023-04-06 08:33:22";"Bouygues";"refund";"credit"
511;"Refund from Bouygues";4652,43;"2023-01-25 22:03:46";"Bouygues";"direct_debit";"credit"
512;"Invoice from Carrefour";2702,37;"2023-09-02 13:40:42";"Carrefour";"transfer";"credit"
513;"Online payment";-556,45;"2023-04-16 06:45:27";"Franprix";"refund";"debit"
514;"Incoming transfer";-438,06;"2024-02-07 22:20:26";"Lidl";"payment";"debit"
515;"Purchase at Monoprix";-162,17;"2024-01-01 02:51:35";"Monoprix";"refund";"debit"
516;"Purchase at Leclerc";-288,42;"2023-02-27 02:44:34";"Leclerc";"refund";"debit"
517;"Online payment";-1998,12;"2024-04-07 00:08:11";"Orange";"refund";"debit"
518;"Online payment";-512,65;"2023-03-31 04:52:13";"Transilien";"direct_debit";"debit"
519;"Subscription to Auchan";476,28;"2023-11-05 09:29:31";"Auchan";"transfer";"credit"
520;"Invoice from Franprix";1147,79;"2023-08-01 05:33:38";"Franprix";"direct_debit";"credit"
521;"Invoice from Darty";-992,37;"2023-03-20 15:36:18";"Darty";"transfer";"debit"
522;"Invoice from Leclerc";192,46;"2023-12-29 01:09:06";"Leclerc";"payment";"credit"
523;"Card expense at Air France";-912,04;"2023-09-28 05:08:31";"Air France";"payment";"debit"
524;"Invoice from TotalEnergies";-732,69;"2023-06-17 11:46:27";"TotalEnergies";"transfer";"debit"
525;"Online payment";3048,67;"2023-03-01 18:49:41";"La Poste";"refund";"credit"
526;"Incoming transfer";876,01;"2023-07-03 06:50:26";"Monoprix";"payment";"credit"
